POONAWAL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-10-31,-1.1546091305801545,-1.1004439524108,-1.1149562839763443,-0.32175245515690876,-0.8868830950668904,-0.8716221587089967,-0.6231650788788743,1.091527956889628,-1.252401010928391,-0.047100664764210376,-1.2460086113686453,-1.224037802895764,-1.3363242384897287,0.5516555085928259,-0.10624273891751734
2011-11-30,-1.3131802702756363,-1.725140684987406,-1.3158828014890118,-1.5794763960423759,-1.3885937451792925,-0.5661340628265931,-0.8408164828321133,1.34686296985784,-1.6591821026725768,-0.35872235359240545,-1.5666846899259872,-1.6266922929565342,-1.7326631061149742,0.5270290276250391,-0.04790794090974094
2011-12-31,-0.6858943587703726,-1.417968054064575,-1.2854312419657759,-1.0804292660204997,-1.343080745203855,-0.24156230423746877,1.3441248215347394,1.2426690006203513,-1.770016567098007,-0.7681988530001428,-1.4987832154469805,-1.5591090070449956,-1.678360100762476,0.34289549377695283,0.05844359587007458
2012-01-31,0.33765179397884043,-0.7167418955422478,-0.923861350898833,0.26609687293302775,-0.8455841444108417,-0.22340272004450684,0.6344181484272486,0.7710469956563393,-1.4600273420992398,-0.7394013923394506,-0.9105802557407618,-0.8638541182347538,-0.9485233087170061,0.1556576765686595,0.20106759961500992
2012-02-29,1.8798910792111758,0.6214150448231129,-0.4929218065611928,1.3755418636098458,0.9641519108028899,-0.5407929336016674,-0.5418979073506014,-0.10391882972954979,-0.7072807827206715,0.5613157208291419,0.4220825961773521,-0.4646344787349645,-0.3030780163437633,-0.1510194861491424,0.07032531672072996
2012-03-31,0.5605803198413472,1.2198266250414627,-0.4149274926372736,0.19213546193502792,1.108979408890059,0.05873647365415335,-0.049768058846307306,-2.20664338418662,-1.184963142472264,0.8928120117399347,0.8850262185891902,-0.4016516202415215,-0.5640972624480763,-0.018630749963757066,-0.06818475222161902
2012-04-30,-0.8386558745244912,0.7754251412244039,-0.6815531009399356,1.5556622969063973,1.0796612954569795,-0.44436047682188984,-2.657697861129018,-1.6922487833918747,-1.1951170533432176,0.10366198415699301,0.37245454032940617,-0.6273846418884974,-0.6841673738610587,0.13259299385923928,-0.1876099275837966
2012-05-31,-2.0178567441665938,-1.1118791416370508,-1.0855820664885185,1.3020026734003631,1.9677526966919738,-0.8738965828753666,-0.5395122676869386,-1.2205137851649615,-1.3705810882696217,-1.7981296423994477,-0.9080494418436392,-0.9264696431031885,-0.9617445650029088,0.7554882766428762,0.014511564941046141
2012-06-30,0.1478962344299592,-1.3019226627699079,-0.9645983121772862,0.5608518064945144,1.6520808326336143,-0.7417235880414363,-2.8128499479311566,-1.0895189822368412,-1.116348952196433,-1.5990436932289427,-0.8248396421749478,-0.8312530480799115,-0.8534811284564011,0.6752868140498097,0.13013580362338442
2012-07-31,1.2401605052562164,-0.24274784976576516,-0.7169299295611663,1.916250786410399,1.8316977318483543,-0.13865145090481487,1.2468431204103527,-1.115199117380795,-0.7247421233033251,-0.31336130677476387,-0.03081149174691016,-0.6299657814924071,-0.6373720113138954,0.3623568664231529,-0.07170701061618374
2012-08-31,-0.7112426490423073,0.3895655158194034,-0.8056164900822217,0.467207233722679,0.6982953283566918,-0.4547001514299031,-0.11814044748382634,-0.9922849104871087,-0.7578109035229798,-1.0851873528867335,-0.36098090722925114,-0.7279564438594811,-0.6943966367896431,0.6782698070032288,0.007168489478612497
2012-09-30,0.18371953967559113,0.41860979088853784,-0.615008838042113,0.5323511443409694,0.40108640224892245,0.19453028194565555,1.8484896135373927,-0.9838102413976388,-0.6384333551392952,-1.0460434121487128,0.030215675941558672,-0.5629688088352256,-0.532191848902581,0.5196157565254088,-0.0031796529173797957
2012-10-31,0.05785206398100546,-0.24567410372375922,-0.37081370519664075,-0.8873922152715735,0.3398935824612901,1.950216836075573,1.246762026614322,-0.9563088389510983,-0.5444772684805143,-1.131759275663786,0.2307181379319378,-0.3248106974954079,-0.3435556191558185,0.32983598396863223,0.1374052489713782
2012-11-30,1.5409847046955645,0.928383790310137,0.3389784889996853,0.01958810561951791,-0.5279426448865722,2.6820238457765067,2.101526777088375,-1.0489456380126538,0.09837289149388805,0.4906241831768263,1.2177127909820555,0.5455777444404581,0.11275674355359405,0.4365726315018295,0.10404111683443214
2012-12-31,1.0810090175810319,1.397852673060487,1.2450209637542777,-0.16624889495354236,-0.3592719580122067,1.6580328768983157,0.8800147585096095,-1.0721821136756107,1.0756933379048985,1.5066040408407868,1.6739977242543622,1.52886438257468,0.5544594611036808,0.18107216287251982,0.1250527737689704
2013-01-31,1.2065828478309168,1.9520154523544813,2.4603584281721793,-1.7412659301189988,-0.3541136171424812,7.5102782385471,1.1165411977774078,-1.0537578063438844,2.849284955863265,2.501142775443433,2.212184961899312,2.505634210079567,0.9910223918711127,8.940144613421113,-0.10095522218990984
2013-02-28,-1.2527022814955364,0.5500025798359292,0.5528728452551501,1.2085499321139024,-0.02275591220039742,3.9078606940148917,1.1839210222490444,-0.853941586426837,1.7155987414134657,0.9054972300846504,0.615245373520071,0.5337275223543871,0.3305505351374311,1.0630526148038049,0.010325023398148506
2013-03-31,-0.04073212314838843,-0.005270558515211593,0.2575049066880124,0.837154376718802,-0.06809337749989272,2.1231887656790374,1.3259324922277727,-0.24668005061065199,-0.3479396747400062,0.8573114951296029,0.2608087506138556,0.28172689684007046,0.38169478787908595,0.19799011043604095,0.08120401311121593
2013-04-30,0.7035624288293695,-0.29304862038880186,1.033897324877374,0.31351295096330273,-0.18458562611596613,-0.20224180377038103,-1.0384825234588222,-0.2395216480696791,0.4345306967979215,1.5665280548899034,0.44367400604537266,1.0188070202534603,1.0205540575842575,-0.7550539504535414,0.048922798959731804
2013-05-31,0.37400486948053385,0.5438491063417878,2.4628451179100064,-1.1311046546606907,-0.4974486375732956,0.5635758286737608,-0.46287029091018994,-0.2052757277449477,0.9797538014301115,1.6168989295618388,0.46288943929996484,2.6063745209214786,2.1680650790151157,0.31952112529329674,-0.05506978674215642
2013-06-30,-0.6906232760256227,0.2155233901304489,1.7350474569601986,-0.23028007453871344,-0.34958325467458207,1.2882629873219837,0.025607693345599494,-0.050970231237657794,0.542340294334022,0.6417600495577962,-0.17423077078540083,1.746205535969049,1.7539001375907604,1.399666048166318,-0.1233337261769164
2013-07-31,-1.382816508268535,-0.904100455607292,0.354375844142104,0.1535623095309398,-0.3884499530048771,-0.038939687098509174,0.7514490313427339,0.21378549754969994,-0.4847829408823573,-0.9476120872103545,-0.9852941379204935,0.39597325037306746,0.6025936403510473,-0.585404072698915,-0.1183380406260313
2013-08-31,-1.2268989120543634,-1.7675277770635591,0.1260026603264454,-1.0842503503653234,-0.3044883901749958,-0.5876272651925405,-0.6234994414593447,0.48994906283331935,-1.378875854988251,-2.2367277878452696,-1.6260481695904703,0.14850236711663023,0.41591802102656217,-0.7480820622391735,-0.09345608243227178
2013-09-30,-0.8866143741305877,-1.793363838625007,-0.299818959169586,-1.685638739809928,-0.3257604292580132,-0.9224956819154273,-2.2010080023675878,0.73782241706765,-1.7356069029824281,-2.936100418360241,-1.8360741523458886,-0.26609064364690643,-0.08158655018097352,-0.5077146794454862,0.16040070017242966
2013-10-31,1.6064300593998693,-0.23381581574446256,0.3572327511163248,1.8008267952646322,0.7408268817632221,-0.8144801419640662,-1.0356815151194,0.5009880947268734,-0.15335966862727787,-1.0080226507720553,-0.383522149173311,0.19881614904788378,0.6269461300879658,-1.009046464085994,-0.1379278443203711
2013-11-30,-1.3793088689195454,-0.35379414394792447,-0.796869567539295,1.7674974833112862,0.6618479054998685,0.45684115187269675,0.8344085970387022,1.0200925020885572,-1.0111529567294086,-2.307043417712831,-0.9486863685383878,-0.6609578268419696,-0.7211158608277487,-0.497704256435399,0.04641551696715561
2013-12-31,0.37912438858212055,0.30836418085357126,-1.0525012905716362,1.3898931328233781,0.9990389137013763,-0.5642798627225258,1.2657655605266278,1.2332619836065668,-0.5007629886250907,-1.7313448798146378,-0.28575335993932244,-0.879162789361118,-1.1140544579592997,-0.08435854014631758,-0.016968315640854537
2014-01-31,-0.25137174170902077,-0.7117931018264274,-1.5595878461245842,-0.02232917892411712,0.6252876593651973,-0.74515612317829,0.2919386243123182,1.8011671784755927,-0.4880801913624508,-1.8336751526982389,-0.2603710856260188,-1.3848712115003647,-2.057481227585363,0.290218768506297,0.0074129323891255336
